Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS▼
198,Tom Kozelko,PF,24,WSB,67,,584,48,99,.485,,,,48,99,.485,.485,19,30,.633,19,63,82,33,19,4,,74,115
199,Rudy White,SG,22,HOU,32,,284,42,102,.412,,,,42,102,.412,.412,18,25,.720,13,25,38,30,19,5,,32,102
200,Tom Boswell,PF,22,BOS,35,,275,41,93,.441,,,,41,93,.441,.441,14,24,.583,26,45,71,16,2,1,,70,96
201,Eric Fernsten,C,22,TOT,37,,268,33,86,.384,,,,33,86,.384,.384,26,37,.703,25,45,70,19,7,14,,21,92
202,Jim McDaniels,C,27,LAL,35,,242,41,102,.402,,,,41,102,.402,.402,9,9,1.000,26,48,74,15,4,10,,40,91
203,Mel Counts,C,34,NOJ,30,,319,37,91,.407,,,,37,91,.407,.407,16,21,.762,27,73,100,38,16,8,,74,90
204,Darryl Dawkins,C,19,PHI,37,,165,41,82,.500,,,,41,82,.500,.500,8,24,.333,15,34,49,3,2,9,,40,90
205,Zaid Abdul-Aziz,C,29,SEA,27,,223,35,75,.467,,,,35,75,.467,.467,16,29,.552,30,46,76,16,8,15,,29,86
206,Gene Short,SF,22,TOT,34,,222,32,91,.352,,,,32,91,.352,.352,20,32,.625,19,29,48,10,8,3,,36,84
207,John Hummer,PF,27,SEA,29,,364,32,67,.478,,,,32,67,.478,.478,17,41,.415,21,56,77,25,6,9,,71,81
208,Terry Thomas,PF,22,DET,28,,136,28,65,.431,,,,28,65,.431,.431,21,29,.724,15,21,36,3,4,2,,21,77
209,Lee Winfield,PG,28,KCK,22,,214,32,66,.485,,,,32,66,.485,.485,9,14,.643,8,16,24,19,10,6,,14,73
210,Roger Brown,C,25,DET,29,,454,29,72,.403,,,,29,72,.403,.403,14,18,.778,47,83,130,12,6,25,,76,72
211,Al Carlson,C,24,SEA,28,,279,27,79,.342,,,,27,79,.342,.342,18,29,.621,30,43,73,13,7,11,,39,72
212,Gus Bailey,SG,24,HOU,30,,262,28,77,.364,,,,28,77,.364,.364,14,28,.500,20,30,50,41,14,8,,33,70
213,Phil Lumpkin,PG,24,PHO,34,,370,22,65,.338,,,,22,65,.338,.338,26,30,.867,7,16,23,48,15,0,,26,70
214,John Wetzel,SG,31,PHO,37,,249,22,46,.478,,,,22,46,.478,.478,20,24,.833,8,30,38,19,9,3,,30,64
215,Fred Saunders,SF,24,PHO,17,,146,28,64,.438,,,,28,64,.438,.438,6,11,.545,11,26,37,13,5,1,,23,62
216,Jerome Anderson,SG,22,BOS,22,,126,25,45,.556,,,,25,45,.556,.556,11,16,.688,4,9,13,6,3,3,,25,61
217,Bob Bigelow,SF,22,KCK,31,,163,16,47,.340,,,,16,47,.340,.340,24,33,.727,9,20,29,9,4,1,,18,56
218,Wali Jones,PG,33,TOT,17,,176,23,49,.469,,,,23,49,.469,.469,9,13,.692,0,9,9,33,6,0,,27,55
219,Ron Williams,PG,31,LAL,9,,158,17,43,.395,,,,17,43,.395,.395,10,13,.769,2,17,19,21,3,0,,15,44
220,Ken Mayfield,SG,27,NYK,13,,64,17,46,.370,,,,17,46,.370,.370,3,3,1.000,1,7,8,4,0,0,,18,37
221,Dennis DuVal,PG,23,ATL,13,,130,15,43,.349,,,,15,43,.349,.349,6,9,.667,1,7,8,20,6,2,,15,36
222,Jim Creighton,SF,25,ATL,32,,172,12,43,.279,,,,12,43,.279,.279,7,16,.438,13,32,45,4,2,9,,23,31
223,Luke Witte,C,25,CLE,22,,99,11,32,.344,,,,11,32,.344,.344,9,15,.600,9,29,38,4,1,1,,14,31
224,Henry Dickerson,SG,24,DET,17,,112,9,29,.310,,,,9,29,.310,.310,10,16,.625,3,0,3,8,2,1,,17,28
225,C.J. Kupec,SF,23,LAL,16,,55,10,40,.250,,,,10,40,.250,.250,7,11,.636,4,19,23,5,3,0,,7,27
226,Jerry Baskerville,SF,24,PHI,21,,105,8,26,.308,,,,8,26,.308,.308,10,16,.625,13,15,28,3,6,5,,32,26
227,Len Kosmalski,C,24,KCK,9,,93,8,20,.400,,,,8,20,.400,.400,4,7,.571,9,16,25,12,3,4,,11,20
228,Dennis Bell,SF,24,NYK,10,,76,8,21,.381,,,,8,21,.381,.381,3,7,.429,4,10,14,3,6,1,,11,19
229,Tom Kropp,SG,22,WSB,25,,72,7,30,.233,,,,7,30,.233,.233,5,6,.833,5,10,15,8,2,0,,20,19
230,Mike D'Antoni,SG,24,KCK,9,,101,7,27,.259,,,,7,27,.259,.259,2,2,1.000,4,10,14,16,10,0,,18,16
231,John Roche,SG,26,LAL,15,,52,3,14,.214,,,,3,14,.214,.214,2,4,.500,0,3,3,6,0,0,,7,8
232,Greg Lee,PG,24,POR,5,,35,2,4,.500,,,,2,4,.500,.500,2,2,1.000,0,2,2,11,2,0,,6,6
233,Ed Searcy,SF,23,BOS,4,,12,2,6,.333,,,,2,6,.333,.333,2,2,1.000,0,0,0,1,0,0,,4,6
234,John Block,PF,31,CHI,2,,7,2,4,.500,,,,2,4,.500,.500,0,2,.000,0,2,2,0,1,0,,2,4
235,Walt Wesley,C,31,LAL,1,,7,1,2,.500,,,,1,2,.500,.500,2,4,.500,0,1,1,1,0,0,,2,4
236,Larry Fogle,SG,22,NYK,2,,14,1,5,.200,,,,1,5,.200,.200,0,0,,1,2,3,0,1,0,,4,2
237,Greg Smith,SF,29,POR,1,,3,0,1,.000,,,,0,1,.000,.000,0,0,,0,0,0,0,0,0,,2,0
238,Jim Washington,PF,32,BUF,1,,7,0,1,.000,,,,0,1,.000,.000,0,0,,1,0,1,1,0,0,,0,0
